MSW_Order,MSW_Binomial,ActivityCycle,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLOhr,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km,HomeRange_Indiv_km,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,PopulationDensity_n_km,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Mean_n_km,HuPopDen_Change,ref_count
Rodentia,Rattus mordax,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2.47,NA,NA,NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,97464.01,-6,-11.65,-8.83,153.77,145.74,149.76,11.45,0.09,2
Rodentia,Rattus morotaiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2299.31,2.64,1.98,2.31,128.69,128.19,128.44,65.19,0.12,0
Rodentia,Rattus nativitatis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Rattus niobe,NA,NA,NA,NA,3,NA,NA,2,0.001058952,0.0015,NA,2.15,NA,NA,NA,NA,NA,NA,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Rodentia,Rattus nitidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,1192450.82,31.32,11.19,21.25,120.64,78.78,99.71,179.29,0.08,1
Rodentia,Rattus norvegicus,NA,NA,91.25,NA,1,NA,21.74,2,0.002927936,0.002525651,NA,8.99,3.5,NA,NA,NA,55.23,NA,NA,1,1,25.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
Rodentia,Rattus novaeguineae,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5.37,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,29467.48,-6.11,-8.05,-7.08,147.65,144.55,146.1,15,0.08,1
Rodentia,Rattus omichlodes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Rodentia,Rattus osgoodi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.85,12.14,11.98,12.06,108.53,108.37,108.45,67.28,0.14,NA
Rodentia,Rattus palmarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.12,9.25,9.11,9.18,92.82,92.7,92.76,168,0.12,NA
Rodentia,Rattus pelurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2364.95,-1.15,-1.64,-1.4,123.55,122.78,123.17,31,0.1,NA
Rodentia,Rattus pococki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Rodentia,Rattus praetor,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4.37,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,288915.89,0.04,-9.94,-4.95,160.83,129.27,145.05,8.04,0.15,3
Rodentia,Rattus pyctoris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1801008.06,43.34,22.63,32.99,107.38,61.65,84.51,73.36,0.12,0
Rodentia,Rattus ranjiniae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3656.99,10.59,8.45,9.52,76.99,76.12,76.56,1493.21,0.05,NA
Rodentia,Rattus rattus,NA,14,143.14,NA,5,NA,23.45,2,0.00231795,0.0019994740000000002,31.25,5.88,3.75,50.4,2640.54,NA,115.29,NA,NA,2,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
Rodentia,Rattus richardsoni,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4489.98,-3.99,-4.67,-4.33,138.93,136.91,137.92,4.28,0.15,3
Rodentia,Rattus salocco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Rattus sanila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Rattus satarae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Rattus simalurensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843.55,2.92,2.05,2.49,96.68,95.69,96.18,38,0.05,NA
Rodentia,Rattus sordidus,NA,NA,77,106.59,NA,NA,21.89,NA,NA,NA,28.5,5.99,NA,NA,NA,NA,51.28,NA,12,NA,NA,NA,NA,4,NA,65.53,467956.71,-5.51,-27.73,-16.62,153.54,140.14,146.84,7.53,0.1,7
Rodentia,Rattus steini,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.65,NA,NA,NA,NA,NA,NA,7,NA,2,NA,NA,NA,NA,57.4,238700.38,-3.21,-8.1,-5.66,147.86,135.3,141.58,9.68,0.13,5
Rodentia,Rattus stoicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2371.86,12.3,10.5,11.4,93.1,92.35,92.73,52,0.2,NA
Rodentia,Rattus tanezumi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Rodentia,Rattus tawitawiensis,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,197.97,NA,NA,NA,625.54,5.34,5.04,5.19,120.25,119.81,120.03,197.5,0.09,0
Rodentia,Rattus timorensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.83,-9.45,-9.65,-9.55,124.32,124.12,124.22,67.99,0.07,NA
Rodentia,Rattus tiomanicus,NA,NA,NA,NA,4,NA,21.99,1,NA,NA,NA,3.87,NA,NA,4912.07,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1516498.44,11.42,-8.96,1.23,119.71,95.18,107.45,150.22,0.14,5
Rodentia,Rattus tunneyi,NA,NA,56,NA,NA,NA,22.29,NA,NA,NA,NA,5.34,NA,NA,NA,NA,158.16,NA,10,NA,NA,NA,NA,NA,NA,NA,689460.95,-11.11,-28.39,-19.75,153.54,115.54,134.54,5.5,0.06,4
Rodentia,Rattus vandeuseni,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,170.49,-9.76,-9.89,-9.83,149.25,149.12,149.18,8,0,3
Rodentia,Rattus verecundus,3,NA,NA,NA,3,NA,23.72,2,0.001058952,0.0015,NA,2.15,NA,NA,NA,NA,NA,NA,6,1,2,19.5,NA,NA,NA,NA,246219.16,-1.26,-10.7,-5.98,150.87,133.93,142.4,10.15,0.11,7
Rodentia,Rattus villosissimus,NA,NA,NA,145.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2967.34,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,1853722.51,-14.05,-28.66,-21.35,145.84,123.42,134.63,0.03,0.01,4
Rodentia,Rattus xanthurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33179.44,1.75,0.27,1.01,125.24,120.57,122.9,107.8,0.06,NA
Rodentia,Ratufa affinis,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,23.03,NA,NA,NA,6,2,2,NA,NA,NA,NA,NA,1344098.02,8.65,-5.94,1.35,119.26,95.18,107.22,72.22,0.15,6
Rodentia,Ratufa bicolor,NA,NA,NA,NA,4,NA,31.5,2,NA,NA,149,1.5,NA,121,9.74,NA,NA,NA,NA,2,2,68.2,NA,1.73,NA,NA,2430223.67,28.93,-8.78,10.07,114.6,87.59,101.09,163.32,0.09,7
Rodentia,Ratufa indica,NA,NA,NA,NA,4,NA,83.64,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,388205.93,22.6,8.19,15.4,86.62,72.71,79.66,404.86,0.07,2
Rodentia,Ratufa macroura,NA,NA,NA,NA,4,NA,28,2,NA,NA,NA,3.49,1.5,NA,NA,NA,742.46,NA,NA,2,2,62.99,NA,NA,NA,NA,117108.35,10.95,5.91,8.43,81.88,76.28,79.08,506.25,0.06,2
Artiodactyla,Redunca arundinum,2,NA,NA,NA,2,NA,220.52,1,NA,NA,273.75,0.98,NA,201,0.65,NA,NA,1.75,4,1,1,NA,NA,1.27,NA,NA,5149998.73,-2.09,-31.07,-16.58,40.84,11.12,25.98,24.54,0.17,9
Artiodactyla,Redunca fulvorufula,2,NA,NA,NA,1,NA,222.99,1,0.07,NA,352.83,NA,NA,147.96,7.77,NA,326.81,4.75,4,1,1,82.12,NA,1.12,NA,NA,1134766.5,9.55,-34.21,-12.32,39.72,10.75,25.24,60.83,0.13,11
Artiodactyla,Redunca redunca,2,NA,NA,NA,1,NA,228.12,1,NA,NA,NA,1,NA,216,1.03,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,6462304.59,16.27,-11.83,2.21,41.29,-17.4,11.94,45.47,0.12,10
Rodentia,Reithrodon auritus,2,NA,NA,76.81,2,NA,NA,2,NA,NA,NA,3.4,NA,66,61.11,NA,68.97,NA,8,1,1,NA,NA,NA,NA,NA,1534977.74,-24.91,-54.62,-39.77,-55.34,-72.91,-64.13,19.63,0.09,8
Rodentia,Reithrodon typicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Reithrodontomys brevirostris,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.4,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,20739.72,13.14,9.72,11.43,-83.79,-86.03,-84.91,71.68,0.17,3
Rodentia,Reithrodontomys burti,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,90816.12,30.05,24.05,27.05,-106.99,-112.46,-109.73,31.82,0.12,1
Rodentia,Reithrodontomys chrysopsis,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.4,NA,NA,380.91,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,53949.66,20.2,18.84,19.52,-96.93,-103.85,-100.39,274.26,0.09,4
Rodentia,Reithrodontomys creper,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2.21,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,21120.56,10.29,8.35,9.32,-82.2,-84.73,-83.46,73.01,0.1,3
Rodentia,Reithrodontomys darienensis,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.88,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,48257.72,9.63,7.04,8.34,-76.93,-80.99,-78.96,29.3,0.1,2
Rodentia,Reithrodontomys fulvescens,1,10.5,NA,NA,3,NA,NA,2,0.001343843,0.001713903,NA,3.76,NA,NA,639.1,NA,NA,1.5,6,2,2,14.44,NA,NA,NA,NA,2462274.78,37.62,11.08,24.35,-85.64,-113.71,-99.67,49.38,0.09,10
Rodentia,Reithrodontomys gracilis,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.11,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,326863.25,21.6,9.94,15.77,-84.31,-93.93,-89.12,65.97,0.18,3
Rodentia,Reithrodontomys hirsutus,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.88,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,8359.01,21.44,20.41,20.92,-103.94,-105,-104.47,46.77,0.07,2
Rodentia,Reithrodontomys humulis,1,10,NA,NA,3,NA,21.26,2,0.003188291,0.003812379,34.05,2.99,NA,26.89,326.97,NA,44.65,1,NA,2,2,20.92,NA,3.65,NA,NA,1299569.88,40.39,26.46,33.43,-75.71,-97.77,-86.74,58.11,0.06,8
Rodentia,Reithrodontomys megalotis,1,10.75,62,22.5,NA,NA,23.5,2,0.001008937,0.001115263,27.6,4.18,4.5,18,1152.39,NA,87.5,1,6,2,NA,20,NA,NA,NA,NA,5125874.07,50.61,15.95,33.28,-86.91,-124.56,-105.73,30.63,0.07,15
Rodentia,Reithrodontomys mexicanus,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2.91,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,603566.32,23.35,-2.73,10.3,-76.26,-103.62,-89.94,70.57,0.11,2
Rodentia,Reithrodontomys microdon,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,138081.97,20.39,14.2,17.3,-89.87,-102.59,-96.23,180.6,0.09,1
Rodentia,Reithrodontomys montanus,1,8,84,NA,3,NA,21,2,0.002290248,0.002459785,NA,3.94,NA,NA,300.58,NA,61.87,1,6,2,2,14,NA,NA,NA,NA,1850597.56,46.76,25.71,36.23,-93.78,-111.88,-102.83,14.91,0.07,3
Rodentia,Reithrodontomys paradoxus,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,11.72,NA,NA,NA,10040.15,11.99,9.81,10.9,-84.4,-86.3,-85.35,98.17,0.14,1
Rodentia,Reithrodontomys raviventris,1,NA,NA,NA,2,NA,22.5,2,0.001664605,0.001561695,NA,3.88,1.5,31,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,32.04,38.2,37.49,37.85,-122.03,-122.57,-122.3,540.1,0.03,8
Rodentia,Reithrodontomys rodriguezi,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,3516.68,10.46,9.83,10.14,-83.58,-84.25,-83.91,196.05,0.17,0
Rodentia,Reithrodontomys spectabilis,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,490.76,20.59,20.26,20.42,-86.73,-87.02,-86.87,67.63,0.35,2
Rodentia,Reithrodontomys sumichrasti,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.49,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,408113.58,21.63,8.34,14.98,-82.37,-104.6,-93.49,105.24,0.1,2
Rodentia,Reithrodontomys tenuirostris,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,21302.1,16,14.32,15.16,-90.15,-92.33,-91.24,168.21,0.12,2
Rodentia,Reithrodontomys zacatecae,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,212008.52,30.45,18.79,24.62,-101.17,-108.81,-104.99,34.73,0.1,0
Rodentia,Rhabdomys dilectus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Rhabdomys pumilio,3,NA,90.62,32.09,3,NA,25.44,NA,NA,NA,29.07,5.28,7,34.8,1827.85,NA,61.87,NA,NA,NA,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
Rodentia,Rhagamys orthodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Rhagomys longilingua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Rhagomys rufescens,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,32243.17,-21.82,-23.38,-22.6,-41.59,-44.95,-43.27,552,0.04,1
Rodentia,Rheithrosciurus macrotis,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,580501.1,6.26,-3.26,1.49,118.99,109.11,114.05,20.89,0.17,1
Rodentia,Rheomys mexicanus,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,14942.63,16.88,16.11,16.49,-94.52,-96.76,-95.64,35.1,0.02,2
Rodentia,Rheomys raptor,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1835.2,8.93,7.72,8.32,-77.53,-80.21,-78.87,50.95,0.03,2
Rodentia,Rheomys thomasi,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,25340.02,17.45,13.55,15.5,-88.15,-93.25,-90.7,167.72,0.1,3
Rodentia,Rheomys underwoodi,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,11619.42,10.55,8.88,9.71,-82.4,-84.27,-83.34,50.13,0.13,0
Perissodactyla,Rhinoceros sondaicus,NA,NA,NA,NA,2,NA,486.66,1,NA,NA,NA,1,NA,480,0.1,1,NA,NA,NA,1,1,509.21,NA,NA,NA,NA,50679.79,12.37,-7.41,2.47,109.28,105.2,107.24,477.13,0.12,7
Perissodactyla,Rhinoceros unicornis,2,NA,2618.87,NA,3,1300.53,478.99,2,4.23,5.99,909.45,1.41,NA,588,3.33,1.75,2069.22,1,NA,1,1,339.47,NA,0.69,NA,95555.9,24776.82,28.79,25.99,27.39,93.72,80.49,87.1,281.67,0.13,17
Chiroptera,Rhinolophus acuminatus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,486496.76,15.94,-8.96,3.49,123.56,97.05,110.31,300.57,0.1,7
Chiroptera,Rhinolophus adami,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,17.41,NA,NA,NA,1569.81,-3.77,-4.17,-3.97,14.68,14.24,14.46,11.24,0.04,1
Chiroptera,Rhinolophus affinis,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,5563218.26,33.18,-10.32,11.43,123.16,77.55,100.35,211.49,0.08,7
Chiroptera,Rhinolophus alcyone,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2901061.64,10.59,-5.06,2.76,31.93,-14.49,8.71,51.66,0.12,4
Chiroptera,Rhinolophus arcuatus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,326282.65,18.65,-7.97,5.34,145.32,100.18,122.75,173.21,0.11,4
Chiroptera,Rhinolophus beddomei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,29.78,NA,NA,NA,285940.98,19.13,5.91,12.52,81.7,72.85,77.27,370.24,0.06,1
Chiroptera,Rhinolophus blasii,NA,NA,NA,NA,1,NA,91.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,2904720.18,46.58,-28.08,9.24,74.66,-7.13,33.76,77.22,0.12,6
Chiroptera,Rhinolophus bocharicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149108.19,41.43,35.34,38.39,72.08,62.72,67.4,93.57,0.16,0
Chiroptera,Rhinolophus borneensis,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,12.8,NA,NA,NA,988154.55,22.38,-7.98,7.2,124.98,100.04,112.51,94.57,0.15,2
Chiroptera,Rhinolophus canuti,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,17.94,NA,NA,NA,54571.58,-6.55,-9.26,-7.9,126.67,107.11,116.89,651.34,0.05,2
Chiroptera,Rhinolophus capensis,NA,NA,197.7,NA,NA,NA,107.97,1,NA,NA,NA,0.99,1,NA,NA,NA,396.23,NA,NA,2,NA,60.41,NA,NA,NA,NA,213936.79,-28.03,-34.83,-31.43,28.86,16.45,22.66,46.67,0.09,7
Chiroptera,Rhinolophus celebensis,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,10.82,NA,NA,NA,304227.1,4.54,-8.84,-2.14,126.92,105.2,116.06,374.65,0.06,2
Chiroptera,Rhinolophus clivosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15704451.72,37.34,-34.83,1.25,51.41,-4.17,23.62,32.02,0.13,NA
Chiroptera,Rhinolophus coelophyllus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,833679.42,22.63,3.4,13.01,105.61,95.77,100.69,103.1,0.07,5
Chiroptera,Rhinolophus cognatus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,9.4,NA,NA,NA,4533.32,13.57,11.47,12.52,94.3,92.52,93.41,50.77,0.21,2
Chiroptera,Rhinolophus convexus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15474.94,20.16,3.75,11.95,102.69,100.94,101.82,49.28,0.11,NA
Chiroptera,Rhinolophus cornutus,NA,14,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,41.85,NA,NA,NA,NA,365187.97,45.52,24.24,34.88,145.82,123.66,134.74,314.89,0.01,8
Chiroptera,Rhinolophus creaghi,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,16.92,NA,NA,NA,134974.23,6.21,-7.24,-0.51,119.26,110.36,114.81,97.24,0.18,2
Chiroptera,Rhinolophus darlingi,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.96,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6947234.73,10.84,-34.08,-11.62,40.84,7.23,24.03,24.2,0.16,7
Chiroptera,Rhinolophus deckenii,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,20.09,NA,NA,NA,184645.35,-3.21,-9.9,-6.56,39.95,36.1,38.03,85.59,0.15,1
Chiroptera,Rhinolophus denti,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1723915.59,11.51,-30.47,-9.47,33.91,-12.91,10.5,10.71,0.11,3
Chiroptera,Rhinolophus eloquens,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,560935.75,6.38,-6.47,-0.04,43.6,28.75,36.18,91.85,0.11,4
Chiroptera,Rhinolophus euryale,NA,NA,821.25,NA,NA,NA,92.54,1,NA,NA,NA,1,1,NA,NA,NA,845.83,NA,NA,2,NA,105.72,NA,NA,NA,NA,2321112.24,47.59,27.2,37.39,61,-9.4,25.79,111.76,0.02,6
Chiroptera,Rhinolophus euryotis,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,440225.16,2.22,-10.43,-4.1,152.97,118.75,135.86,48.95,0.09,5
Chiroptera,Rhinolophus ferrumequinum,NA,NA,1277.5,NA,1,NA,91.24,1,NA,NA,NA,0.98,1,360,NA,NA,827.69,NA,NA,2,3,45.87,NA,NA,NA,NA,6797743.37,53.47,23.49,38.48,142.07,-9.49,66.28,161.37,0.07,26
Chiroptera,Rhinolophus formosae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24880.25,25.19,21.96,23.58,121.58,120.14,120.86,737.05,0.03,NA
Chiroptera,Rhinolophus fumigatus,NA,NA,NA,NA,1,NA,92.54,1,NA,NA,NA,0.99,1,NA,NA,NA,NA,NA,NA,2,3,60.41,NA,NA,NA,NA,11664438.1,18.63,-29.7,-5.53,44.06,-16.81,13.62,32.82,0.13,8
