host,hostOrder,parasite,parType,banesh,brook,eid,gmpd,nhml,oli
Homo sapiens,Primates,Aerococcus sanguinicola,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aerococcus viridans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aeromonas aquariorum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aeromonas bestiarum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aeromonas caviae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aeromonas enteropelogenes,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Aeromonas eucrenophila,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Aeromonas hydrophila,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aeromonas hydrophila,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Aeromonas jandaei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aeromonas salmonicida,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Aeromonas sobria,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aeromonas sobria,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aeromonas tecta,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Aeromonas veronii,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Aeromonas veronii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aeromonas veronii,bacteria,0,0,1,0,0,0
Haliotis rufescens,Lepetellida,Agarivorans albus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aggregatibacter actinomycetemcomitans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aggregatibacter aphrophilus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aggregatibacter segnis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Agrobacterium larrymoorei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Agrobacterium rhizogenes,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Agrobacterium tumefaciens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Agrococcus baldri,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Alaria alata,helminth,0,0,1,1,1,0
Homo sapiens,Primates,Alistipes onderdonkii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Alistipes shahii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Alloiococcus otitis,bacteria,0,0,1,0,0,0
Odocoileus virginianus,Artiodactyla,Amblyomma americanum,arthropod,0,0,1,1,0,0
Homo sapiens,Primates,Amblyomma dubitatum,arthropod,0,0,1,0,0,0
Odocoileus virginianus,Artiodactyla,Amblyomma maculatum,arthropod,0,0,1,1,0,0
Homo sapiens,Primates,Amblyomma tapirellum,arthropod,0,0,1,0,0,0
Homo sapiens,Primates,Amblyomma testudinarium,arthropod,0,0,1,0,0,0
Homo sapiens,Primates,Anaerococcus lactolyticus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Anaerococcus tetradius,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Anaeroglobus geminatus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Anaerostipes caccae,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Anaplasma bovis,bacteria,0,0,1,0,0,0
Cervus elaphus,Artiodactyla,Anaplasma marginale,bacteria,0,0,1,1,0,0
Odocoileus virginianus,Artiodactyla,Anaplasma marginale,bacteria,0,0,1,1,0,0
Cervus elaphus,Artiodactyla,Anaplasma ovis,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Anaplasma ovis,bacteria,0,0,1,0,0,0
Ovis canadensis,Artiodactyla,Anaplasma ovis,bacteria,0,0,1,1,0,0
Canis lupus,Carnivora,Anaplasma phagocytophilum,bacteria,0,0,1,1,0,0
Cervus elaphus,Artiodactyla,Anaplasma phagocytophilum,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Anaplasma phagocytophilum,bacteria,0,0,1,0,0,0
Odocoileus virginianus,Artiodactyla,Anaplasma phagocytophilum,bacteria,0,0,1,1,0,0
Canis lupus,Carnivora,Anaplasma platys,bacteria,0,0,1,0,0,0
Anser anser,Anseriformes,Anaticola anseris,arthropod,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Anaticola crassicornis,arthropod,0,0,1,0,0,0
Fulmarus glacialis,Procellariiformes,Ancistrona vagelli,arthropod,0,0,1,0,0,0
Homo sapiens,Primates,Ancylostoma braziliense,helminth,0,0,1,0,0,0
Canis lupus,Carnivora,Ancylostoma caninum,helminth,0,0,1,1,1,0
Homo sapiens,Primates,Ancylostoma caninum,helminth,0,0,1,0,0,0
Canis lupus,Carnivora,Ancylostoma ceylanicum,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Ancylostoma ceylanicum,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Ancylostoma duodenale,helminth,0,0,1,0,0,0
Phalacrocorax auritus,Pelecaniformes,Andracantha gravida,helminth,0,0,1,0,1,0
Canis lupus,Carnivora,Angiostrongylus vasorum,helminth,0,0,1,1,0,0
Homo sapiens,Primates,Anisakis physeteris,helminth,1,0,1,0,0,0
Homo sapiens,Primates,Anisakis simplex,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Anoxybacillus pushchinoensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Aonchotheca philippinensis,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Aquamicrobium lusatiense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Arcanobacterium bernardiae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Arcanobacterium haemolyticum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Arcanobacterium pyogenes,bacteria,0,0,1,0,0,0
Odocoileus virginianus,Artiodactyla,Arcanobacterium pyogenes,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Arcobacter butzleri,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Arcobacter cryaerophilus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Arthrobacter creatinolyticus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Arthrobacter mysorens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Arthrobacter woluwensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Asaia bogorensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Asaia lannaensis,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Aspidogaster ijimai,helminth,0,0,1,0,1,0
Homo sapiens,Primates,Atopobium parvulum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Atopobium rimae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Atopobium vaginae,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Atractolytocestus huronensis,helminth,0,0,1,0,1,0
Homo sapiens,Primates,Aurantimonas altamirensis,bacteria,0,0,1,0,0,0
Chelydra serpentina,Testudines,Auridistomum chelydrae,helminth,0,0,1,0,0,0
Calidris temminckii,Charadriiformes,Avenzoaria calidridis,arthropod,0,0,1,0,0,0
Homo sapiens,Primates,Babesia bovis,protozoa,0,0,1,0,0,0
Odocoileus virginianus,Artiodactyla,Babesia bovis,protozoa,0,0,1,1,0,0
Canis lupus,Carnivora,Babesia canis,protozoa,0,0,1,0,0,0
Canis lupus,Carnivora,Babesia conradae,protozoa,0,0,1,0,0,0
Cervus elaphus,Artiodactyla,Babesia divergens,protozoa,0,0,1,1,0,0
Homo sapiens,Primates,Babesia divergens,protozoa,0,0,1,0,0,0
Rangifer tarandus,Artiodactyla,Babesia divergens,protozoa,0,0,1,1,0,0
Homo sapiens,Primates,Babesia duncani,protozoa,0,0,1,0,0,0
Canis lupus,Carnivora,Babesia gibsoni,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Babesia gibsoni,protozoa,0,0,1,0,0,0
Canis lupus,Carnivora,Babesia microti,protozoa,0,0,1,1,0,0
Homo sapiens,Primates,Babesia microti,protozoa,0,0,1,0,0,0
Macaca mulatta,Primates,Babesia microti,protozoa,0,0,1,1,0,0
Cervus elaphus,Artiodactyla,Babesia odocoilei,protozoa,0,0,1,1,0,0
Odocoileus virginianus,Artiodactyla,Babesia odocoilei,protozoa,0,0,1,1,0,0
Ovis canadensis,Artiodactyla,Babesia odocoilei,protozoa,0,0,1,1,0,0
Rangifer tarandus,Artiodactyla,Babesia odocoilei,protozoa,0,0,1,1,0,0
Canis lupus,Carnivora,Babesia rossi,protozoa,0,0,1,0,0,0
Canis lupus,Carnivora,Babesia vitalii,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus anthracis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus aquimaris,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus cereus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus clausii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus coagulans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus endophyticus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus flexus,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Bacillus fordii,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Bacillus licheniformis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus licheniformis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus megaterium,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus mojavensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus pumilus,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Bacillus subtilis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus subtilis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus thioparans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacillus thuringiensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides caccae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides clarus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides coprocola,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides dorei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides eggerthii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides finegoldii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides fluxus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides fragilis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides heparinolyticus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides ovatus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides stercoris,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides thetaiotaomicron,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides uniformis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides ureolyticus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides vulgatus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bacteroides xylanisolvens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Balamuthia mandrillaris,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Balantidium coli,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Bartonella bacilliformis,bacteria,0,0,1,0,0,0
Cervus elaphus,Artiodactyla,Bartonella bovis,bacteria,0,0,1,1,0,0
Cervus elaphus,Artiodactyla,Bartonella capreoli,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Bartonella elizabethae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bartonella elizabethae,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Bartonella henselae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bartonella henselae,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Bartonella quintana,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bartonella quintana,bacteria,0,0,1,0,0,0
Macaca mulatta,Primates,Bartonella quintana,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Bartonella rochalimae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bartonella rochalimae,bacteria,0,0,1,0,0,0
Cervus elaphus,Artiodactyla,Bartonella schoenbuchensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bartonella tamiae,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Bartonella vinsonii,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Bartonella vinsonii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bartonella washoensis,bacteria,0,0,1,0,0,0
Tamiasciurus hudsonicus,Rodentia,Bartonella washoensis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Baylisascaris procyonis,helminth,0,0,1,0,0,0
Rangifer tarandus,Artiodactyla,Besnoitia tarandi,protozoa,0,0,1,1,0,0
Ovis canadensis,Artiodactyla,Bibersteinia trehalosi,bacteria,0,0,1,1,0,0
Elephas maximus,Proboscidea,Bifidobacterium adolescentis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bifidobacterium adolescentis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bifidobacterium animalis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bifidobacterium bifidum,bacteria,0,0,1,0,0,0
Elephas maximus,Proboscidea,Bifidobacterium boum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bifidobacterium breve,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bifidobacterium catenulatum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bifidobacterium dentium,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bifidobacterium kashiwanohense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bifidobacterium longum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bifidobacterium pseudocatenulatum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bifidobacterium scardovii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bifidobacterium thermophilum,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Bilharziella polonica,helminth,0,0,1,0,1,0
Homo sapiens,Primates,Bilharziella polonica,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Bilophila wadsworthia,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Blastocystis hominis,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Blautia producta,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Blautia wexlerae,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Bordetella bronchiseptica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bordetella bronchiseptica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bordetella hinzii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bordetella holmesii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bordetella parapertussis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bordetella pertussis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bordetella petrii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bordetella trematum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia afzelii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia americana,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia andersonii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia bissettii,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Borrelia burgdorferi,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Borrelia burgdorferi,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia crocidurae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia duttonii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia garinii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia hermsii,bacteria,0,0,1,0,0,0
Strix occidentalis,Strigiformes,Borrelia hermsii,bacteria,0,0,1,0,0,0
Tamiasciurus hudsonicus,Rodentia,Borrelia hermsii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia hispanica,bacteria,0,0,1,0,0,0
Odocoileus virginianus,Artiodactyla,Borrelia lonestari,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia miyamotoi,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Borrelia persica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia persica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia recurrentis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Borrelia spielmanii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bothriocephalus acheilognathi,helminth,1,0,1,0,0,0
Homo sapiens,Primates,Brachyspira aalborgi,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Brachyspira alvinipulli,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Brachyspira alvinipulli,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Brachyspira canis,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Brachyspira hyodysenteriae,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Brachyspira innocens,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Brachyspira intermedia,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Brachyspira pilosicoli,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Brachyspira pilosicoli,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Brachyspira pilosicoli,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Brachyspira pulli,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Brachyspira pulli,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Brachyspira suanatina,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Brevibacillus brevis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Brevibacterium casei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Brevibacterium ravenspurgense,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Brevibacterium sanguinis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Brevundimonas diminuta,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Brevundimonas vesicularis,bacteria,0,0,1,0,0,0
Cervus elaphus,Artiodactyla,Brucella abortus,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Brucella abortus,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Brucella canis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Brucella canis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Brucella melitensis,bacteria,0,0,1,0,0,0
Cervus elaphus,Artiodactyla,Brucella ovis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Brucella suis,bacteria,0,0,1,0,0,0
Rangifer tarandus,Artiodactyla,Brucella suis,bacteria,0,0,1,1,0,0
Canis lupus,Carnivora,Brugia malayi,helminth,0,0,1,1,0,0
Homo sapiens,Primates,Brugia malayi,helminth,0,0,1,0,0,0
Canis lupus,Carnivora,Brugia pahangi,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Brugia pahangi,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Brugia timori,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Bulleidia extructa,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Bunostomum trigonocephalum,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia cenocepacia,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia cepacia,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia dolosa,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia endofungorum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia fungorum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia gladioli,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia mallei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia multivorans,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia pseudomallei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia rhizoxinica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia stabilis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Burkholderia tropica,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Butyrivibrio fibrisolvens,bacteria,0,0,1,0,0,0
Rangifer tarandus,Artiodactyla,Butyrivibrio fibrisolvens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Calodium hepaticum,helminth,0,0,1,0,0,0
Emydura macquarii,Testudines,Camallanus waelhreow,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter coli,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter concisus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter curvus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter fetus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter gracilis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter hominis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter hyointestinalis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter insulaenigrae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter jejuni,bacteria,0,0,1,0,0,0
Macaca mulatta,Primates,Campylobacter jejuni,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Campylobacter lari,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter rectus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter showae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter sputorum,bacteria,0,0,1,0,0,0
Pan troglodytes,Primates,Campylobacter troglodytis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Campylobacter upsaliensis,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Capnocytophaga canimorsus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Capnocytophaga canimorsus,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Capnocytophaga cynodegmi,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Capnocytophaga gingivalis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Capnocytophaga granulosa,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Capnocytophaga ochracea,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Capnocytophaga sputigena,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Cardiobacterium hominis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Cardiobacterium valvarum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Carnobacterium divergens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Catonella morbi,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Cedecea davisae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Cellulosimicrobium cellulans,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Cellulosimicrobium funkei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Cellulosimicrobium funkei,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Cellvibrio mixtus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Centipeda periodontii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Centrocestus armatus,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Centrocestus formosanus,helminth,0,0,1,0,0,0
Rangifer tarandus,Artiodactyla,Cephenemyia trompe,arthropod,0,0,1,1,0,0
Isurus oxyrinchus,Lamniformes,Ceratobothrium xanthocephalum,helminth,0,0,1,0,1,0
Chelydra serpentina,Testudines,Chelonobacter oris,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Chilomastix mesnili,protozoa,0,0,1,0,0,0
Homo sapiens,Primates,Chlamydia trachomatis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Chlamydophila abortus,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Chlamydophila felis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Chlamydophila pneumoniae,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Chlamydophila psittaci,bacteria,0,0,1,0,0,0
Fulmarus glacialis,Procellariiformes,Chlamydophila psittaci,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Chlamydophila psittaci,bacteria,0,0,1,0,0,0
Sterna hirundo,Charadriiformes,Chlamydophila psittaci,bacteria,0,0,1,0,0,0
Emydura macquarii,Testudines,Choanocotyle nematoides,helminth,0,0,1,0,1,0
Homo sapiens,Primates,Chromobacterium violaceum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Chryseobacterium indologenes,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Citrobacter braakii,bacteria,0,0,1,0,0,0
Cyprinus carpio,Cypriniformes,Citrobacter freundii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Citrobacter freundii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Citrobacter gillenii,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Citrobacter koseri,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Citrobacter rodentium,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clinostomum complanatum,helminth,0,0,1,0,0,0
Isurus oxyrinchus,Lamniformes,Clistobothrium montaukensis,helminth,0,0,1,0,1,0
Homo sapiens,Primates,Cloacibacillus evryensis,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Clonorchis sinensis,helminth,0,0,1,0,1,0
Homo sapiens,Primates,Clonorchis sinensis,helminth,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium baratii,bacteria,0,0,1,0,0,0
Anas platyrhynchos,Anseriformes,Clostridium botulinum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium botulinum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium butyricum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium celerecrescens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium clostridioforme,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Clostridium difficile,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium difficile,bacteria,0,0,1,0,0,0
Canis lupus,Carnivora,Clostridium hiranonis,bacteria,0,0,1,1,0,0
Homo sapiens,Primates,Clostridium hiranonis,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium histolyticum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium hylemonae,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium innocuum,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium novyi,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium perfringens,bacteria,0,0,1,0,0,0
Homo sapiens,Primates,Clostridium ramosum,bacteria,0,0,1,0,0,0
