Cargo,Cargo classification,Carrier,Carrier classification,Sequences count,Publications count,Sequences,Publications
enterococcus italicus,Bacteria,homo sapiens,Human,457,0,32967151;285198229;285198231;285198233;285198235;285198241;285198243;285198247;285198249;285198253;285198257;285198261;285198263;285198269;285198275;285198277;285198279;285198281;285198285;285198287;285198289;285198291;285198293;285198297;285198299;285198301;285198305;285198307;285198309;285198311;285198313;285198315;285198317;315482147;315482149;315482152;315482154;315482156;315482158;315482160;315482163;315482165;315482166;315482168;315482170;315482172;315482174;315482176;315482179;315482181;315482183;315482185;315482188;315482191;315482193;315482195;315482197;315482199;315482203;315482206;315482208;315482210;315482213;315482215;315482217;315482220;315482223;315482226;315482229;315482233;315482236;315482239;315482241;315482243;315482246;315482248;315482250;315482253;315482256;315482258;315482261;315482262;315482264;315482269;315482270;315482278;315482283;315482289;315482294;315482297;315482301;315482307;315482309;315482318;315482321;315482334;315482338;315482364;315482368;315482372,NA
enterococcus mundtii,Bacteria,homo sapiens,Human,1,2,373882479,18508395;18641972
enterococcus pallens,Bacteria,homo sapiens,Human,1,0,19908249,NA
enterococcus raffinosus,Bacteria,homo sapiens,Human,1,1,288558164,20203228
enterococcus sanguinicola,Bacteria,homo sapiens,Human,1,0,32967152,NA
enterococcus thailandicus,Bacteria,homo sapiens,Human,1,0,32967152,NA
enterocytozoon bieneusi,Fungi,canis lupus,Mammal,3,5,194360183;194360184;194360185,10090081;10519225;11545489;12471418;20699192
enterocytozoon bieneusi,Fungi,homo sapiens,Human,6862,51,3983258;3983261;3983262;3983263;8886878;8886879;8886880;8886881;8886882;11139528;20514380;33637091;33637092;33637093;33637094;33637095;33637096;33637097;33637098;33637099;33637100;33637101;33637102;33637103;33637104;33637105;33637106;33637107;33637108;33637109;33637110;82393671;110264574;110264575;110264576;110264577;110264578;110264579;110264580;110264581;110264582;110264583;110264584;110264585;126653387;126653388;161778960;161778963;161778965;161778967;161778970;161778972;161778975;161778980;161778985;161779019;161779090;161779167;161779255;162414791;162414792;162414793;206748341;218138223;220062145;220062149;220062151;220062156;220062158;220062161;220062163;220062166;220062168;220062171;220062173;220062175;220062178;220062181;220062185;220062188;220062191;220062193;220062195;220062198;220062200;220062202;220062204;220062206;220062208;220062210;220062213;220062215;220062218;220062220;220062222;220062224;220062225;220062227;220062230;220062232,1370122;1612573;1692561;1844296;4009510;7494017;7516908;7620003;7834600;8195366;8218693;8250691;8300290;8843234;8897186;8909851;8940480;9228477;9272556;9527721;9726879;9817510;9923927;10090081;10622643;11035580;11225488;11230413;11414246;11427592;11545489;11880956;12471418;12836873;15221465;15634999;15777637;15824426;16282304;16370539;16672482;16936045;17300517;17412378;18704498;18805997;19208886;19579789;19931647;20145953;21269775
enterocytozoon bieneusi,Fungi,macaca mulatta,Primate,2,0,2739025;82393673,NA
enterovirus c,Virus,homo sapiens,Human,4044,517,14290215;42662184;42662186;72533995;72534008;72534009;72534010;72534011;72534012;72534027;72534028;72534029;72534041;72534043;72534051;72534063;72534069;72534077;72534081;72534097;72534111;110566616;110566619;110566622;115430546;115430548;115430550;189165836;225008396;225008398;239912235;239912237;239912239;255985528;255985529;255985530;255985534;255985535;255985536;255985537;255985545;255985547;255985549;255985559;255985561;255985563;255985565;255985569;258523411;259020255;260907738;299118209;299118210;302583868;310757187;310757189;310757191;310757193;310757201;313798388;313798428;313798492;313798510;315440812;315440814;315440816;315440818;317408191;317408193;320578475;320578477;320578479;320578481;320578483;320578485;320578487;320578489;320578491;320578493;320578495;320578497;320578499;320578501;320578503;320578505;320578507;320578509;320578511;320578513;320578515;320578517;320578519;320578521;320578523;320578525;336169668;336169670;336169672;336169674;336169676,170375;171988;1320798;2155296;2552165;2557072;2828535;2836773;2841908;2849634;3011404;3015050;3019232;3026998;3142151;6255208;6268945;6313534;6840376;8056363;8073329;8385983;8390646;8391247;9336800;9865389;15452412;15890472;16699021;20740364;201085;220453;220921;227966;229122;1309915;1311095;1326715;1335028;1370127;1373205;1476440;1665535;1689524;2155917;2158183;2158491;2159557;2170026;2456213;2549850;2821187;2821902;2831657;2850100;2991580;2993496;4004235;4316273;6266889;6277807;6288846;7474095;7611627;8085832;8246450;8279811;8281578;8390746;8523541;8787405;9071037;9162879;10588332;10716921;10861104;11097750;11393307;11504556;12405148;12867653;15026197;16732479;17517601;17890069;19764006;21561914;9784146;15714481;17294159;17328730;17333732;19473877;18637756;11664;32832;164163;167453;169731;189869
enterovirus c,Virus,pan troglodytes,Primate,3,0,671370381;671370471;671370339,NA
epicoccum nigrum,Fungi,homo sapiens,Human,3,1,238557569;238557760;238557889,9615477
epidermophyton floccosum,Fungi,homo sapiens,Human,4,10,87244287;87244288;219664965;319429228,885587;2056755;3724835;6727982;8684495;11173330;12963150;14998079;17267633;21458709
epizootic hemorrhagic disease virus,Virus,odocoileus virginianus,Mammal,58,35,260178479;260178483;260178485;260178487;260178489;260178491;260178497;260178501;260178503;339831967;339831971;339831975;339831979;339831983;343207037;343207041;343207045;343207049;343207053;372125573;372125575;372125577;372125579;372125581;372125583;372125585;372125587;372125589;372125591;372125593;372125595;372125597;372125599;372125601;372125603;372125605;372125607;372125609;372125611;372125613;372125615;372125617;372125619;372125621;372125623;372125625;372125627;372125629;372125631;372125633;372125635;372125637;372125639;372125641;372125643;372125645;372125647;372125649,190424;192110;1318425;1676762;1684621;2845156;3035242;6267969;7563421;8592353;8667402;8906914;9249704;9249705;9359063;9359074;10574545;10941752;11838208;11838211;11923350;12038122;12528437;12528438;12856770;15362829;15465704;17092892;18263838;19430839;19617489;19617490;19828758;20622230;20945651
equid herpesvirus 1,Virus,ursus maritimus,Mammal,6,0,378556081;378556083;378556085;378556087;378556089;378556092,NA
equine infectious anemia virus,Virus,canis lupus,Mammal,1,4,1374814,2829416;4367527;10683321;10769069
erysipelothrix rhusiopathiae,Bacteria,haliaeetus albicilla,Aves,1,0,117574641,NA
erysipelothrix rhusiopathiae,Bacteria,homo sapiens,Human,1,17,158529885,372534;944042;1098480;9618939;9678179;11825957;11972687;15156031;15712190;21915617;20922382;18670152;12687560;12408347;9386061;6891239;444165
erysipelothrix tonsillarum,Bacteria,canis lupus,Mammal,1,0,302035391,NA
erythromicrobium ramosum,Bacteria,homo sapiens,Human,2,0,285194043;285194045,NA
escherichia albertii,Bacteria,homo sapiens,Human,123,0,374343120;374343128;374343130;374343164;374343188;374343194;374343206;374343232;374343606;374343610;374343632;374343656;374343658;374343662;374343664;374343668;374343672;374343674;374343676;374343680;374343682;374343684;374343686;374343688;374343690;374343712;374343812;374343838;374343840;374343876;374343882;374343916;374343924;374343928;374343946;374343950;374343988;374344040;374344052;374344070;374344170;374344196;374344198;374344234;374344240;374344274;374344282;374344286;374344304;374344308;374344346;374344398;374344410;374344428;374344532;374344558;374344560;374344596;374344602;374344636;374344644;374344648;374344666;374344670;374344708;374344760;374344772;374344790;374344888;374344914;374344916;374344952;374344958;374344992;374345000;374345004;374345022;374345026;374345064;374345116;374345128;374345146;374345246;374345272;374345274;374345308;374345314;374345348;374345356;374345360;374345378;374345382;374345420;374345472;374345484;374345502;374345602;374345628;374345630;374345666,NA
escherichia coli,Bacteria,anas platyrhynchos,Domestic,70,55,156100686;158702909;182636836;186915219;186915225;186915227;186915287;186927660;186927666;186927706;186927759;189164057;189164059;189164061;189164063;189164065;189164067;189164069;189164071;189164073;213133717;213133719;213133721;213133723;213133725;213133727;213133729;213133731;226432453;260779989;260779991;260779993;260779995;260779997;260779999;260780001;260780003;260780005;260780007;260780009;291062018;291062020;291062023;298359549;307043674;308198798;323709074;352289587;352289623;355398747;388895075;388895079;388895083;388895087;388895099;399228962;399228964;399228967;399228969;399228971;399228974;399228977;399228980;399228982;399228984;399228987;399228989;405132570;405132718;405132874,323687;394683;837369;1253794;1718993;1975228;2415525;3260110;3878351;4364902;8035519;8175129;8254745;8589996;8709240;9733849;10696437;10696441;11482602;12093188;12182817;12220809;12851401;14562893;14762314;15043937;15670592;15935953;16641287;17577990;17917703;17986090;18289902;18409086;18466704;18573620;18760549;18956764;19174921;19208242;19362739;19467266;19517212;19672100;20409651;20521652;20850473;20952638;21040782;21279641;21349183;21490006;21500643;21952548;22038245
escherichia coli,Bacteria,canis lupus,Mammal,61,619,7288628;7288698;7288748;7407198;7407200;7407204;7407206;7407212;7407214;7407216;7407218;7407220;11493857;151573007;186915073;186915075;186915077;186915079;186915085;186915087;186915089;186915091;186915095;186915151;186915201;186915203;186915205;186915209;186915211;186915283;186915319;186927536;186927538;186927544;186927546;186927548;186927550;186927552;186927648;186927650;186927652;186927656;186927704;187711695;187711701;187711709;213492189;256576429;256576431;290563756;291061254;301602444;323098808;323098811;323709064;323709067;323709070;328802642;350540915;393193044;393193055,9943;45214;71850;73127;75792;80973;119390;144571;187066;202508;234240;320877;323680;326671;329452;336126;336235;336237;339461;340846;342827;346182;354176;358690;360372;360449;364405;364714;366772;369007;375497;378451;388921;395693;400580;406684;407404;606893;624664;766287;779543;782003;782267;785634;790938;793151;796503;796692;808525;822272;829557;1089611;1089620;1090272;1091556;1093597;1093969;1104545;1104866;1236059;1281786;1286692;1339444;1350184;1360615;1423609;1446391;1462049;1466122;1524290;1524291;1535466;1560753;1584071;1639057;1643894;1660355;1693334;1719279;1723490;1732372;1750291;1752768;1763594;1884980;1920504;1932071;1941149;1949555;1954780;1959377;1979788;2014969;2104061;2129142;2188526;2189863;2195496;2245691;2252242
escherichia coli,Bacteria,cervus elaphus,Domestic,3,20,118197419;298112963;298112969,2268075;3898557;7890710;8677637;8876175;8969045;9758806;11087683;11742539;11786537;12754209;17229534;17312786;17459871;18337133;17955497;15158361;9877182;7615093;2067054
escherichia coli,Bacteria,ciconia ciconia,Aves,4,0,18389131;18389149;18389167;18389185,NA
escherichia coli,Bacteria,falco naumanni,Aves,2,0,18389133;18389139,NA
escherichia coli,Bacteria,hirundo rustica,Aves,16,0,374343510;374343516;374343952;374344004;374344310;374344362;374344672;374344724;374345028;374345080;374345384;374345436;374345744;374345796;374346441;374346493,NA
escherichia coli,Bacteria,homo sapiens,Human,3518,9647,145828;145830;416213;1136303;1149504;1620376;1655806;3132720;3132722;3132724;3132726;3132728;4572368;4572381;4572391;7288612;7288618;7288620;7288622;7288636;7288668;7288670;7288672;7288674;7288680;7288686;7288688;7288690;7288706;7288736;7288738;7288740;7288742;7288758;7288764;7288766;7288768;7288782;7288804;7288806;7288808;7288810;7407202;7407208;7407210;11493877;11493885;11493887;11493889;11493891;12247836;13359145;13359148;13359151;15986376;16580701;20520634;22653334;23306893;23306897;23306901;23574037;27526405;30577586;32345933;32345935;32345937;32345939;32345940;32400254;33330696;33341965;33341967;37547387;38091807;38091811;40353142;40353144;40548827;46276334;46276336;47824775;47824777;47824779;50199175;51235577;52537023;52537043;52537045;52537047;52537049;52537051;52537053;52537055;52537057;52537059;52537061;52537063;52537065;52537067,982;12468;28451;44783;60856;94343;97887;100049;101703;107605;108601;114195;120220;149036;103838;154327;164965;168574;168674;169201;169733;174077;175099;176878;177363;177861;178671;178916;183211;185456;191910;192756;196022;202610;208842;223170;229079;230198;83303;80383;73807;242006;302863;318682;70957;59931;55457;320985;321356;323753;323852;325956;326671;53431;48447;46051;43289;42558;40882;39891;38207;35826;34628;33900;31484;336123;25243;22493;337672;21603;12111;1949;149175;343494;344218;236551;238472;350831;351431;239050;353020;353197;353985;318971;319169;358745;359465;359515;359561;319276;327545;327791;328395;328544;329830;329886;330408;330560;330776;331255
escherichia coli,Bacteria,macaca mulatta,Primate,1,0,11037700,NA
escherichia coli,Bacteria,odocoileus virginianus,Mammal,0,9,NA,20575673;16107036;15586566;15362843;14509714;11996692;11763739;10496130;4243034
escherichia coli,Bacteria,papio cynocephalus,Primate,3,0,7288614;7288682;7288760,NA
escherichia coli,Bacteria,zalophus californianus,Mammal,0,5,NA,25406071;16326045;12033687;9809600;9732032
eubacterium biforme,Bacteria,homo sapiens,Human,1,0,326580970,NA
eubacterium brachy,Bacteria,homo sapiens,Human,72,2,37951171;285176442;285176444;285176446;285176448;285176450;285176452;285176454;285176459;285176460;285176461;285176462;285176463;285176467;285176471;285176473;285176475;285176477;285176478;285176479;285176480;285176481;285176482;285176483;285176484;285176485;285176487;285176488;285176489;285176490;285176492;285176496;285176498;285176500;285176501;285176502;285176503;285176504;285176506;285176507;285176508;285176509;285176510;285176512;285176524;285176526;285176534;285176536;285176538;285176540;285176542;285176544;285176546;285176550;285176554;285176567;285176571;285176573;285176575;285176579;285176587;285176588;285176589;285176590;285176591;285176592;285176593;285176597;285176599;285176601;285176603;285176607,3972441;18488257
eubacterium cylindroides,Bacteria,homo sapiens,Human,270,0,544229883;544229830;544229742;544229674;544229659;544229639;544229619;544229515;544229474;544229431;544229381;544229340;544229302;544229279;544229239;544229191;544229157;544229095;544229052;544228945;544228941;544228860;544228853;544228786;544228673;544228579;544228546;544228526;544228507;544228478;544228471;544228441;544228408;544228384;544228344;544228302;544228206;544228135;544228124;544228099;544228069;544228015;544227974;544227920;544227916;544227853;544227848;544227825;544227797;544227787;544227641;544227631;544227601;544227593;544227586;544227548;544227546;544227527;544227454;544227445;544227438;544227392;544227369;544227346;544227336;544227329;544227319;544227308;544227271;544227219;544227198;544227167;544227162;544234735;544622948;544622946;544622944;544622942;544622940;544622939;544622937;544622935;544622933;544622931;544622929;544622928;544622926;544622924;544622922;544622921;544622920;544622918;544622916;544622915;544622914;544622913;544622911;544622909;544622907;544622906,NA
eubacterium hallii,Bacteria,homo sapiens,Human,2,2,241876096;410066663,16672507;19807780
