"","ename","bcomp","genus","family","common","inames","log_base_cort","log_fledging_age_d","log_longevity","mig_disp","breed_lat","log_elevation_upper","swos","log_area","log_birth_or_hatching_weight_g","log_fmass","log_emass","incubation_d","winter_lat","log_ed_fair","s_mdist","pop_decreasing","litter_or_clutch_size_n","log_femalemat","ptaxa1","log_mass","litters_or_clutches_per_y","Diet.Seed","ForStrat.ground","passerine","ForStrat.midhigh","family_Turdidae","Diet.Inv","ForStrat.understory","Diet.Nect","diet_diversity","family_Fringillidae","family_Parulidae","ForStrat.canopy","Diet.PlantO","log_stress_cort","Diet.Fruit","pop_increasing","log_malemat","marine_system","pop_stable","freshwater_system","family_Emberizidae","foraging_diversity","mig_fullmigrant","mig_partialmigrant","Diet.Vect","family_Sylviidae","Diet.Vend","family_Paridae","mig_resident","family_Muscicapidae","IUCN_LC","Diet.Scav","unique_name"
"2569","Mulleripicus fulvus",NA,"Mulleripicus","Picidae","Ashy Woodpecker","Mulleripicus fulvus",NA,NA,NA,0,-1.77837969,3.34242268082221,0,5.01627299807613,NA,NA,NA,NA,-1.77837969,-2.38627800719829,0,"1",2.7,NA,"0",NA,NA,0,0,"0",50,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Dryocopus fulvus"
"2570","Mulleripicus funebris",NA,"Mulleripicus","Picidae","Sooty Woodpecker","Mulleripicus funebris",NA,NA,NA,0,15.808967,3.20411998265592,1,5.00901473466993,NA,NA,NA,NA,15.808967,-2.28274915721892,0,"1",NA,NA,"0",2.2148438480477,NA,0,0,"0",40,"0",100,20,0,1,"0","0",40,0,NA,0,"0",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","0",0,"Mulleripicus funebris"
"2571","Mulleripicus pulverulentus",NA,"Mulleripicus","Picidae","Great Slaty Woodpecker","Mulleripicus pulverulentus",NA,NA,NA,0,12.71934855,3.04139268515822,2.23606797749979,6.39966854775693,NA,NA,1.26245108973043,NA,12.71934855,-2.38627800719829,0,"1",3,NA,"0",2.66464197555613,NA,0,0,"0",50,"0",100,10,0,1,"0","0",40,0,NA,0,"0",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","0",0,"Dryocopus pulverulentus"
"2572","Muscicapa adusta",NA,"Muscicapa","Muscicapidae","African Dusky Flycatcher","Muscicapa adusta",NA,NA,NA,0,-10.33703967,3.53147891704225,1.4142135623731,6.37833626909512,NA,NA,0.221414237842339,NA,-10.33703967,-2.46646145657633,0,"1",2.55,NA,"0",1.01911629044707,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","1","1",NA,"Muscicapa adusta"
"2573","Muscicapa aquatica",NA,"Muscicapa","Muscicapidae","Swamp Flycatcher","Muscicapa aquatica",NA,NA,NA,0,7.18687544,NA,1,6.26910052541946,NA,NA,0.103803720955957,NA,7.18687544,-2.5269246709632,0,"0",2.45,NA,"0",1.06069784035361,NA,0,0,"1",33,"0",100,33,0,1,"0","0",33,0,NA,0,"0",NA,"0","1","1","0",3,"0","0",0,"0",0,"0","1","1","1",0,"Muscicapa aquatica"
"2574","Muscicapa boehmi",NA,"Muscicapa","Muscicapidae","Bohm's Flycatcher","Muscicapa boehmi",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.290034611362518,NA,NA,-1.55672244516827,NA,NA,4,NA,"0",NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,"Muscicapa boehmi"
"2575","Muscicapa caerulescens",NA,"Muscicapa","Muscicapidae","Ashy Flycatcher","Muscicapa caerulescens",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.320146286111054,NA,NA,-2.47103660853419,NA,NA,2.6,NA,"0",1.25042000230889,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,"Muscicapa caerulescens"
"2576","Muscicapa cassini",NA,"Muscicapa","Muscicapidae","Cassin's Flycatcher","Muscicapa cassini",NA,NA,NA,0,-0.61705731,NA,1,6.57302637673141,NA,NA,0.313867220369153,NA,-0.61705731,-2.5269246709632,0,"0",1.8,NA,"0",1.24303804868629,NA,0,10,"1",20,"0",100,30,0,1,"0","0",20,0,NA,0,"0",NA,"0","1","1","0",5,"0","0",0,"0",0,"0","1","1","1",0,"Muscicapa cassini"
"2577","Muscicapa comitata",NA,"Muscicapa","Muscicapidae","Dusky-blue Flycatcher","Muscicapa comitata",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.262451089730429,NA,NA,-1.72682502780867,NA,NA,1.45,NA,"0",1.14921911265538,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,"Muscicapa comitata"
"2578","Muscicapa dauurica",NA,"Muscicapa","Muscicapidae","Asian Brown Flycatcher","Muscicapa dauurica",NA,NA,NA,-0.0231651047289463,31.456362045,NA,2,7.03528164270601,NA,NA,NA,NA,11.741233,-2.48758071165872,67.2895050586231,"0",2.8,NA,"0",1.01598810538413,NA,0,20,"1",40,"0",100,40,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",3,"0","1",0,"0",0,"0","0","1","1",0,"Muscicapa dauurica"
"2579","Muscicapa epulata",NA,"Muscicapa","Muscicapidae","Little Grey Flycatcher","Muscicapa epulata",NA,NA,NA,0,3.12985724,NA,0,6.10061004553217,NA,NA,NA,NA,3.12985724,-2.31633492760701,0,"0",2,NA,"0",0.989004615698537,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","1","1",NA,"Muscicapa epulata"
"2580","Muscicapa ferruginea",NA,"Muscicapa","Muscicapidae","Ferruginous Flycatcher","Muscicapa ferruginea",NA,NA,NA,-0.0247823461074141,25.97415191,3.55630250076729,0,6.40555500310217,NA,NA,0.217483944213906,NA,14.395158655,-2.50332050799407,51.2155284818121,"1",2.4,NA,"0",1.07918124604762,NA,0,0,"1",80,"0",100,20,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","1",0,"0",0,"0","0","1","1",0,"Muscicapa ferruginea"
"2581","Muscicapa gambagae",NA,"Muscicapa","Muscicapidae","Gambaga Flycatcher","Muscicapa gambagae",NA,NA,NA,6.0485907968215e-05,9.52804181,3.30102999566398,0,5.82433205931325,NA,NA,0.164352855784437,NA,10.51482856,-2.51032233022256,46.2890883021441,"0",2,NA,"0",1.11394335230684,NA,0,0,"1",100,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"0","1",0,"0",0,"0","0","1","1",0,"Muscicapa gambagae"
"2582","Muscicapa griseisticta",NA,"Muscicapa","Muscicapidae","Grey-streaked Flycatcher","Muscicapa griseisticta",NA,NA,NA,-0.0347917599382472,52.36072015,3.30102999566398,1.73205080756888,6.48959964076339,NA,NA,0.130333768495006,NA,3.41864088,-2.52523558356991,74.2274090845572,"0",3.9,NA,"0",1.15533603746506,NA,0,100,"1",0,"0",80,0,0,2,"0","0",0,0,NA,20,"0",NA,"0","1","0","0",1,"1","0",0,"0",0,"0","0","1","1",0,"Muscicapa griseisticta"
"2583","Muscicapa infuscata",NA,"Muscicapa","Muscicapidae","Sooty Flycatcher","Muscicapa infuscata",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.45640564737117,NA,NA,2.4,NA,"0",1.24797326636181,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,"Muscicapa infuscata"
"2584","Muscicapa itombwensis",NA,"Muscicapa","Muscicapidae","Itombwe Flycatcher","Muscicapa itombwensis",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-1.72415165256833,NA,NA,2,NA,"0",NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,"Muscicapa itombwensis"
"2585","Muscicapa latirostris",NA,"Muscicapa","Muscicapidae","Asian Brown Flycatcher","Muscicapa latirostris",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.52523558356991,NA,NA,2.8,NA,"0",1.01598810538413,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,"Muscicapa latirostris"
"2586","Muscicapa lendu",NA,"Muscicapa","Muscicapidae","Chapin's Flycatcher","Muscicapa lendu",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.29797100787691,NA,NA,2,NA,"0",NA,NA,0,0,"1",100,"0",100,0,0,1,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"0",1,NA,NA,0,"0",0,"0",NA,"1",NA,0,"Muscicapa lendu"
"2587","Muscicapa muttui",NA,"Muscicapa","Muscicapidae","Brown-breasted Flycatcher","Muscicapa muttui",NA,NA,NA,-0.146832411877102,24.78727366,3.23044892137827,0,6.1112788289878,NA,NA,NA,NA,10.453247,-2.50869647669795,54.7989914296172,"1",4.5,NA,"0",1.07918124604762,NA,0,0,"1",50,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"1","0",0,"0",0,"0","0","1","1",0,"Muscicapa muttui"
"2588","Muscicapa olivascens",NA,"Muscicapa","Muscicapidae","Olivaceous Flycatcher","Muscicapa olivascens",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.47103660853419,NA,NA,NA,NA,"0",1.20411998265592,NA,0,0,"1",33,"0",100,33,0,1,"0","0",33,0,NA,0,NA,NA,NA,NA,NA,"0",3,NA,NA,0,"0",0,"0",NA,"1",NA,0,"Muscicapa olivascens"
"2589","Muscicapa randi",NA,"Muscicapa","Muscicapidae","Ashy-breasted Flycatcher","Muscicapa randi",NA,NA,NA,0,15.52674378,3,0,5.07044049223673,NA,NA,NA,NA,15.52674378,-1.55672244516827,0,"1",2.8,NA,"0",1.01598810538413,NA,0,0,"1",20,"0",100,80,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","1","0",0,"Muscicapa randi"
"2590","Muscicapa ruficauda",NA,"Muscicapa","Muscicapidae","Rusty-tailed Flycatcher","Muscicapa ruficauda",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.44095655028834,NA,NA,3.5,NA,"0",1.13513265137677,NA,0,0,"1",0,"0",100,100,0,1,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"0",1,NA,NA,0,"0",0,"0",NA,"1",NA,0,"Muscicapa ruficauda"
"2591","Muscicapa segregata",NA,"Muscicapa","Muscicapidae","Sumba Brown Flycatcher","Muscicapa segregata",NA,NA,NA,0,-9.76217391,2.69897000433602,0,4.02956760422795,NA,NA,NA,NA,-9.76217391,-2.28017782591331,0,"1",2.8,NA,"0",1.01598810538413,NA,0,0,"1",20,"0",100,80,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","1","0",0,"Muscicapa segregata"
"2592","Muscicapa sethsmithi",NA,"Muscicapa","Muscicapidae","Yellow-footed Flycatcher","Muscicapa sethsmithi",NA,NA,NA,0,0.85066491,3.32221929473392,0,6.11166755263178,NA,NA,0.0827853703164501,NA,0.85066491,-2.44351940847653,0,"0",2,NA,"0",0.961421094066448,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","1","1",NA,"Muscicapa sethsmithi"
"2593","Muscicapa sibirica",NA,"Muscicapa","Muscicapidae","Dark-sided Flycatcher","Muscicapa sibirica",NA,NA,NA,-0.0648728572199989,48.34502666,3.60205999132796,1.4142135623731,7.05820171900512,NA,NA,0.123851640967086,NA,11.71991533,-2.50332050799407,64.4701914026023,"0",3.5,NA,"0",1.11394335230684,NA,0,20,"1",20,"0",100,60,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",3,"1","0",0,"0",0,"0","0","1","1",0,"Muscicapa sibirica"
"2594","Muscicapa striata",0,"Muscicapa","Muscicapidae","Spotted Flycatcher","Muscicapa striata",NA,1.17609125905568,1.07188200730613,-0.0211693741508652,51.88713149,3.34242268082221,6.92820323027551,7.57385942930506,NA,NA,0.28330122870355,13.5,-10.29825535,-2.48912926805637,85.4555866441116,"1",3.5,2.56138048325787,"0",1.20139712432045,1.5,0,60,"1",0,"0",80,40,0,2,"0","0",0,0,NA,20,"0",2.56229286445647,"0","0","0","0",2,"1","0",0,"0",0,"0","0","1","1",0,"Muscicapa striata"
"2595","Muscicapa ussheri",NA,"Muscicapa","Muscicapidae","Ussher's Flycatcher","Muscicapa ussheri",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-1.27378916417115,NA,NA,NA,NA,"0",1.25163822044821,NA,0,0,"1",33,"0",100,0,0,1,"0","0",33,0,NA,0,NA,NA,NA,NA,NA,"0",3,NA,NA,0,"0",0,"0",NA,"1",NA,0,"Muscicapa ussheri"
"2596","Muscicapa williamsoni",NA,"Muscicapa","Muscicapidae","Brown-streaked Flycatcher","Muscicapa williamsoni",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-1.82886484239099,NA,NA,2.8,NA,"0",1.01598810538413,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,"Muscicapa williamsoni"
"2597","Muscigralla brevicauda",NA,"Muscigralla","Tyrannidae","Short-tailed Field Tyrant","Muscigralla brevicauda",NA,NA,NA,0,-9.2033801,3.17609125905568,0,5.22251596801477,NA,NA,NA,NA,-9.2033801,-1.35514900420861,0,"0",3.9,NA,"0",1.1012313867907,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Muscigralla brevicauda"
"2598","Muscipipra vetula",NA,"Muscipipra","Tyrannidae","Shear-tailed Grey Tyrant","Muscipipra vetula",NA,NA,NA,0,-25.13712071,3.34242268082221,1.4142135623731,5.91825057362898,NA,NA,NA,NA,-25.13712071,-1.75437045226287,0,"0",3,NA,"0",1.43136376415899,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Muscipipra vetula"
"2599","Muscisaxicola albifrons",NA,"Muscisaxicola","Tyrannidae","White-fronted Ground-tyrant","Muscisaxicola albifrons",NA,NA,NA,0,-14.84325035,3.7481880270062,1,5.45630963300294,NA,NA,NA,NA,-14.84325035,-2.49782280327632,0,"0",NA,NA,"0",NA,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Muscisaxicola albifrons"
"2600","Muscisaxicola albilora",NA,"Muscisaxicola","Tyrannidae","White-browed Ground Tyrant","Muscisaxicola albilora",NA,NA,NA,0.0701173589068846,-37.79164935,3.39794000867204,0,6.09257650607376,NA,NA,NA,NA,-15.64776927,-2.47470864962928,49.5366999527294,"0",2.4,NA,"0",1.42283596877952,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"1","0",0,"0",0,"0","0","0","1",0,"Muscisaxicola albilora"
"2601","Muscisaxicola alpinus",NA,"Muscisaxicola","Tyrannidae","Paramo Ground Tyrant","Muscisaxicola alpinus",NA,NA,NA,0,1.17282836,3.67209785793572,0,4.63319759447209,NA,NA,NA,NA,1.17282836,-2.49782280327632,0,"0",4,NA,"0",1.41664050733828,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Muscisaxicola alpinus"
"2602","Muscisaxicola capistratus",NA,"Muscisaxicola","Tyrannidae","Cinnamon-bellied Ground Tyrant","Muscisaxicola capistratus",NA,NA,NA,0.123291028054452,-49.39909058,3.60205999132796,1,6.18404327300744,NA,NA,NA,NA,-28.9280141,-2.53641737655074,47.7289526379623,"0",3,NA,"0",1.42488163663107,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","1","0",1,"1","0",0,"0",0,"0","0","0","1",0,"Muscisaxicola capistratus"
"2603","Muscisaxicola cinereus",NA,"Muscisaxicola","Tyrannidae","Cinereous Ground Tyrant","Muscisaxicola cinereus",NA,NA,NA,0.0127465694018461,-24.17975019,3.69897000433602,1,5.88690507104188,NA,NA,NA,NA,-18.898582875,-2.53641737655074,35.9856417517017,"0",2,NA,"0",1.26304398331317,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"0","1",0,"0",0,"0","0","0","1",0,"Muscisaxicola cinereus"
"2604","Muscisaxicola flavinucha",NA,"Muscisaxicola","Tyrannidae","Ochre-naped Ground Tyrant","Muscisaxicola flavinucha",NA,NA,NA,-0.00701208803483899,-35.87005957,3.65321251377534,0,6.16329315891672,NA,NA,NA,NA,-19.53766122,-2.53641737655074,42.5667300038313,"0",2.8,NA,"0",1.55750720190566,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"1","0",0,"0",0,"0","0","0","1",0,"Muscisaxicola flavinucha"
"2605","Muscisaxicola fluviatilis",NA,"Muscisaxicola","Tyrannidae","Little Ground Tyrant","Muscisaxicola fluviatilis",NA,NA,NA,0,-10.71144073,2.90308998699194,0,6.09149602238411,NA,NA,NA,NA,-10.71144073,-2.30892978173518,0,"0",2,NA,"0",1.16136800223497,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Muscisaxicola fluviatilis"
"2606","Muscisaxicola frontalis",NA,"Muscisaxicola","Tyrannidae","Black-fronted Ground Tyrant","Muscisaxicola frontalis",NA,NA,NA,0.0782264059063569,-33.20668368,3.63346845557959,1,5.9071280160729,NA,NA,NA,NA,-21.40949046,-2.53641737655074,36.2632232351913,"0",NA,NA,"0",1.47421626407626,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"1","0",0,"0",0,"0","0","0","1",0,"Muscisaxicola frontalis"
"2607","Muscisaxicola griseus",NA,"Muscisaxicola","Tyrannidae","Taczanowski's Ground Tyrant","Muscisaxicola griseus",NA,NA,NA,0,-13.42127835,3.68124123737559,0,5.49572846755693,NA,NA,NA,NA,-13.42127835,-2.29041662501023,0,"0",4,NA,"0",1.41664050733828,NA,0,0,"1",70,"0",100,30,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Muscisaxicola griseus"
"2608","Muscisaxicola juninensis",NA,"Muscisaxicola","Tyrannidae","Puna Ground Tyrant","Muscisaxicola juninensis",NA,NA,NA,0,-18.12370738,3.69897000433602,0,5.71100952151741,NA,NA,NA,NA,-18.12370738,-2.47470864962928,0,"0",NA,NA,"0",1.34635297445064,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Muscisaxicola juninensis"
"2609","Muscisaxicola maclovianus",NA,"Muscisaxicola","Tyrannidae","Dark-faced Ground Tyrant","Muscisaxicola maclovianus",NA,NA,NA,0.120170567742967,-49.422376865,3.07918124604762,1.4142135623731,6.45266841411367,NA,NA,NA,NA,-43.545585515,-2.51945522403044,37.2127295456758,"1",2.4,NA,"0",1.37657695705651,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"1","0","1","0",1,"0","1",0,"0",0,"0","0","0","1",0,"Muscisaxicola maclovianus"
"2610","Muscisaxicola maculirostris",NA,"Muscisaxicola","Tyrannidae","Spot-billed Ground Tyrant","Muscisaxicola maculirostris",NA,NA,NA,-0.0252617622033452,-31.909576895,3.60205999132796,1,6.30028366603258,NA,NA,NA,NA,-20.82376077,-2.34804879145146,49.5948469716523,"0",2.8,NA,"0",1.15457611691789,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"0","1",0,"0",0,"0","0","0","1",0,"Muscisaxicola maculirostris"
"2611","Muscisaxicola rufivertex",NA,"Muscisaxicola","Tyrannidae","Rufous-naped Ground Tyrant","Muscisaxicola rufivertex",NA,NA,NA,0,-23.98509155,3.65321251377534,1,5.84290550459065,NA,NA,NA,NA,-23.98509155,-2.51945522403044,0,"0",3,NA,"0",1.30427505047713,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Muscisaxicola rufivertex"
"2612","Myadestes coloratus",NA,"Myadestes","Turdidae","Varied Solitaire","Myadestes coloratus",NA,1.20411998265592,NA,0,8.24456788,3.34242268082221,0,3.25201932847522,NA,NA,0.586587304671755,12.5,8.24456788,-2.43966777441441,0,"0",2,NA,"0",1.45750342657331,NA,0,0,"1",50,"1",30,0,0,2,"0","0",50,0,NA,70,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myadestes coloratus"
"2613","Myadestes elisabeth",NA,"Myadestes","Turdidae","Cuban Solitaire","Myadestes elisabeth",NA,NA,NA,0,21.20492038,3.30102999566398,0,3.9296796614981,NA,NA,NA,NA,21.20492038,-2.38960174475575,0,"1",3,NA,"0",1.49310936010379,NA,0,0,"1",10,"1",50,10,0,2,"0","0",80,0,NA,50,"0",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","0",0,"Myadestes elisabeth"
"2614","Myadestes genibarbis",NA,"Myadestes","Turdidae","Rufous-throated Solitaire","Myadestes genibarbis",NA,NA,NA,0,18.67627734,2.94448267215017,1,4.94454473424692,NA,NA,NA,NA,18.67627734,-2.40851149709909,0,"1",2,NA,"0",1.46760810558363,NA,0,60,"1",0,"1",50,40,0,2,"0","0",0,0,NA,50,"0",NA,"0","0","1","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myadestes genibarbis"
"2615","Myadestes lanaiensis",NA,"Myadestes","Turdidae","Olomao","Myadestes lanaiensis",NA,NA,NA,0,20.91147302,NA,0,3.17848589809575,NA,NA,NA,NA,20.91147302,-2.27896713168381,0,"0",1.5,NA,"0",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Myadestes lanaiensis"
"2616","Myadestes melanops",NA,"Myadestes","Turdidae","Black-faced Solitaire","Myadestes melanops",NA,1.20411998265592,NA,0,9.34159915,3.46834733041216,1.73205080756888,4.50406331166597,NA,NA,0.586587304671755,12.5,9.34159915,-2.43966777441441,0,"1",2.45,NA,"0",1.46389298898591,NA,30,0,"1",30,"1",20,50,0,3,"0","0",20,0,NA,50,"0",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Myadestes melanops"
"2617","Myadestes myadestinus",NA,"Myadestes","Turdidae","Kamao","Myadestes myadestinus",NA,NA,NA,0,22.06515522,NA,1.4142135623731,3.13796216636468,NA,NA,NA,NA,22.06515522,-2.33285363012654,0,NA,1.5,NA,"0",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0",NA,"0","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Myadestes myadestinus"
"2618","Myadestes obscurus",NA,"Myadestes","Turdidae","Omao","Myadestes obscurus",NA,1.23044892137827,NA,0,19.62062535,3.47712125471966,2.82842712474619,3.83779573877462,NA,NA,0.574031267727719,NA,19.62062535,-2.3845209564654,0,"0",1.75,NA,"0",1.70286117057293,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Myadestes obscurus"
"2619","Myadestes occidentalis",NA,"Myadestes","Turdidae","Brown-backed Solitaire","Myadestes occidentalis",NA,1.23044892137827,NA,0,20.5545374,3.54406804435028,0,5.7232243770307,NA,NA,0.574031267727719,NA,20.5545374,-2.41239429666289,0,"1",2.2,NA,"0",1.69810054562339,NA,0,0,"1",80,"1",70,20,0,2,"0","0",0,0,NA,30,"0",NA,"0","0","1","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myadestes occidentalis"
"2620","Myadestes palmeri",NA,"Myadestes","Turdidae","Puaiohi","Myadestes palmeri",NA,NA,NA,0,22.07860481,NA,3.46410161513775,2.26469837858967,NA,NA,NA,NA,22.07860481,-0.578395303141163,0,"0",2,NA,"0",1.59988307207369,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Phaeornis palmeri"
"2621","Myadestes ralloides",NA,"Myadestes","Turdidae","Andean Solitaire","Myadestes ralloides",NA,1.20411998265592,NA,0,-3.1866516,3.46239799789896,1.73205080756888,5.66058393190631,NA,NA,0.586587304671755,12.5,-3.1866516,-2.42604051277725,0,"1",2,NA,"0",1.44793286559218,NA,0,0,"1",70,"1",50,0,0,2,"0","0",30,0,NA,50,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myadestes ralloides"
"2622","Myadestes townsendi",NA,"Myadestes","Turdidae","Townsend's Solitaire","Myadestes townsendi",NA,NA,NA,0.00489760511902912,50.33246434,3.55990662503611,2.64575131106459,6.72480075965123,NA,NA,0.569373909615046,NA,39.66182611,-2.3845209564654,53.5750969094992,"0",3.83,NA,"0",1.52472058568405,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"1",NA,"0","0","0","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Myadestes townsendi"
"2623","Myadestes unicolor",NA,"Myadestes","Turdidae","Slate-colored Solitaire","Myadestes unicolor",NA,NA,NA,0,16.19374264,3.39794000867204,1,5.1471722483082,NA,NA,NA,NA,16.19374264,-2.41239429666289,0,"1",NA,NA,"0",1.56908115970042,NA,0,30,"1",30,"1",30,10,0,2,"0","0",30,0,NA,70,"0",NA,"0","0","0","0",4,"0","0",0,"0",0,"0","1","0","1",0,"Myadestes unicolor"
